,word,sentiment
219,amity,positive
220,ample,positive
221,amply,positive
222,amputate,negative
223,amuse,positive
224,amusing,positive
225,amusingly,positive
226,anarchism,negative
227,anarchist,negative
228,anarchistic,negative
229,anarchy,negative
230,anemic,negative
231,angel,positive
232,angelic,positive
233,anger,negative
234,angrily,negative
235,angriness,negative
236,angry,negative
237,anguish,negative
238,animosity,negative
239,annihilate,negative
240,annihilation,negative
241,annoy,negative
242,annoyance,negative
243,annoyances,negative
244,annoyed,negative
245,annoying,negative
246,annoyingly,negative
247,annoys,negative
248,anomalous,negative
249,anomaly,negative
250,antagonism,negative
251,antagonist,negative
252,antagonistic,negative
253,antagonize,negative
254,anti-,negative
255,anti-american,negative
256,anti-israeli,negative
257,anti-occupation,negative
258,anti-proliferation,negative
259,anti-semites,negative
260,anti-social,negative
261,anti-us,negative
262,anti-white,negative
263,antipathy,negative
264,antiquated,negative
265,antithetical,negative
266,anxieties,negative
267,anxiety,negative
268,anxious,negative
269,anxiously,negative
270,anxiousness,negative
271,apathetic,negative
272,apathetically,negative
273,apathy,negative
274,apocalypse,negative
275,apocalyptic,negative
276,apologist,negative
277,apologists,negative
278,apotheosis,positive
279,appal,negative
280,appall,negative
281,appalled,negative
282,appalling,negative
283,appallingly,negative
284,appeal,positive
285,appealing,positive
286,applaud,positive
287,appreciable,positive
288,appreciate,positive
289,appreciated,positive
290,appreciates,positive
291,appreciative,positive
292,appreciatively,positive
293,apprehension,negative
294,apprehensions,negative
295,apprehensive,negative
296,apprehensively,negative
297,appropriate,positive
298,approval,positive
299,approve,positive
300,arbitrary,negative
301,arcane,negative
302,archaic,negative
303,ardent,positive
304,ardently,positive
305,ardor,positive
306,arduous,negative
307,arduously,negative
308,argumentative,negative
309,arrogance,negative
310,arrogant,negative
311,arrogantly,negative
312,articulate,positive
313,ashamed,negative
314,asinine,negative
315,asininely,negative
316,asinininity,negative
317,askance,negative
318,asperse,negative
319,aspersion,negative
320,aspersions,negative
321,aspiration,positive
322,aspirations,positive
323,aspire,positive
324,assail,negative
325,assassin,negative
326,assassinate,negative
327,assault,negative
328,assult,negative
329,assurance,positive
330,assurances,positive
331,assure,positive
332,assuredly,positive
333,assuring,positive
334,astonish,positive
335,astonished,positive
336,astonishing,positive
337,astonishingly,positive
338,astonishment,positive
339,astound,positive
340,astounded,positive
341,astounding,positive
342,astoundingly,positive
343,astray,negative
344,astutely,positive
345,asunder,negative
346,atrocious,negative
347,atrocities,negative
348,atrocity,negative
349,atrophy,negative
350,attack,negative
351,attacks,negative
352,attentive,positive
353,attraction,positive
354,attractive,positive
355,attractively,positive
356,attune,positive
357,audacious,negative
358,audaciously,negative
359,audaciousness,negative
360,audacity,negative
361,audible,positive
362,audibly,positive
363,audiciously,negative
364,auspicious,positive
365,austere,negative
366,authentic,positive
367,authoritarian,negative
368,authoritative,positive
369,autocrat,negative
370,autocratic,negative
371,autonomous,positive
372,available,positive
373,avalanche,negative
374,avarice,negative
375,avaricious,negative
376,avariciously,negative
377,avenge,negative
378,aver,positive
379,averse,negative
380,aversion,negative
381,avid,positive
382,avidly,positive
383,award,positive
384,awarded,positive
385,awards,positive
386,awe,positive
387,awed,positive
388,aweful,negative
389,awesome,positive
390,awesomely,positive
391,awesomeness,positive
392,awestruck,positive
393,awful,negative
394,awfully,negative
395,awfulness,negative
396,awkward,negative
397,awkwardness,negative
398,awsome,positive
399,ax,negative
400,babble,negative
401,back-logged,negative
402,back-wood,negative
403,back-woods,negative
404,backache,negative
405,backaches,negative
406,backaching,negative
407,backbite,negative
408,backbiting,negative
409,backbone,positive
410,backward,negative
411,backwardness,negative
412,backwood,negative
413,backwoods,negative
414,bad,negative
415,badly,negative
416,baffle,negative
417,baffled,negative
418,bafflement,negative
419,baffling,negative
420,bait,negative
421,balanced,positive
422,balk,negative
423,banal,negative
424,banalize,negative
425,bane,negative
426,banish,negative
427,banishment,negative
428,bankrupt,negative
429,barbarian,negative
430,barbaric,negative
431,barbarically,negative
432,barbarity,negative
433,barbarous,negative
434,barbarously,negative
435,bargain,positive
436,barren,negative
437,baseless,negative
438,bash,negative
439,bashed,negative
440,bashful,negative
441,bashing,negative
442,bastard,negative
443,bastards,negative
444,battered,negative
445,battering,negative
446,batty,negative
447,bearish,negative
448,beastly,negative
449,beauteous,positive
450,beautiful,positive
451,beautifullly,positive
452,beautifully,positive
453,beautify,positive
454,beauty,positive
455,beckon,positive
456,beckoned,positive
457,beckoning,positive
458,beckons,positive
459,bedlam,negative
460,bedlamite,negative
461,befoul,negative
462,beg,negative
463,beggar,negative
464,beggarly,negative
465,begging,negative
466,beguile,negative
467,belabor,negative
468,belated,negative
469,beleaguer,negative
470,belie,negative
471,believable,positive
472,believeable,positive
473,belittle,negative
474,belittled,negative
475,belittling,negative
476,bellicose,negative
477,belligerence,negative
478,belligerent,negative
479,belligerently,negative
480,beloved,positive
481,bemoan,negative
482,bemoaning,negative
483,bemused,negative
484,benefactor,positive
485,beneficent,positive
486,beneficial,positive
487,beneficially,positive
488,beneficiary,positive
489,benefit,positive
490,benefits,positive
491,benevolence,positive
492,benevolent,positive
493,benifits,positive
494,bent,negative
495,berate,negative
496,bereave,negative
497,bereavement,negative
498,bereft,negative
499,berserk,negative
500,beseech,negative
501,beset,negative
502,besiege,negative
503,besmirch,negative
504,best,positive
505,best-known,positive
506,best-performing,positive
507,best-selling,positive
508,bestial,negative
509,betray,negative
510,betrayal,negative
511,betrayals,negative
512,betrayer,negative
513,betraying,negative
514,betrays,negative
515,better,positive
516,better-known,positive
517,better-than-expected,positive
518,beutifully,positive
519,bewail,negative
520,beware,negative
521,bewilder,negative
522,bewildered,negative
523,bewildering,negative
524,bewilderingly,negative
525,bewilderment,negative
526,bewitch,negative
527,bias,negative
528,biased,negative
529,biases,negative
530,bicker,negative
531,bickering,negative
532,bid-rigging,negative
533,bigotries,negative
534,bigotry,negative
535,bitch,negative
536,bitchy,negative
537,biting,negative
538,bitingly,negative
539,bitter,negative
540,bitterly,negative
541,bitterness,negative
542,bizarre,negative
543,blab,negative
544,blabber,negative
545,blackmail,negative
546,blah,negative
547,blame,negative
548,blameless,positive
549,blameworthy,negative
550,bland,negative
551,blandish,negative
552,blaspheme,negative
553,blasphemous,negative
554,blasphemy,negative
555,blasted,negative
556,blatant,negative
557,blatantly,negative
558,blather,negative
559,bleak,negative
560,bleakly,negative
561,bleakness,negative
562,bleed,negative
563,bleeding,negative
564,bleeds,negative
565,blemish,negative
566,bless,positive
567,blessing,positive
568,blind,negative
569,blinding,negative
570,blindingly,negative
571,blindside,negative
572,bliss,positive
573,blissful,positive
574,blissfully,positive
575,blister,negative
576,blistering,negative
577,blithe,positive
578,bloated,negative
579,blockage,negative
580,blockbuster,positive
581,blockhead,negative
582,bloodshed,negative
583,bloodthirsty,negative
584,bloody,negative
585,bloom,positive
586,blossom,positive
587,blotchy,negative
588,blow,negative
589,blunder,negative
590,blundering,negative
591,blunders,negative
592,blunt,negative
593,blur,negative
594,bluring,negative
595,blurred,negative
596,blurring,negative
597,blurry,negative
598,blurs,negative
599,blurt,negative
600,boastful,negative
601,boggle,negative
602,bogus,negative
603,boil,negative
604,boiling,negative
605,boisterous,negative
606,bolster,positive
607,bomb,negative
608,bombard,negative
609,bombardment,negative
610,bombastic,negative
611,bondage,negative
612,bonkers,negative
613,bonny,positive
614,bonus,positive
615,bonuses,positive
616,boom,positive
617,booming,positive
618,boost,positive
619,bore,negative
620,bored,negative
621,boredom,negative
622,bores,negative
623,boring,negative
624,botch,negative
625,bother,negative
626,bothered,negative
627,bothering,negative
628,bothers,negative
629,bothersome,negative
630,boundless,positive
631,bountiful,positive
632,bowdlerize,negative
633,boycott,negative
634,braggart,negative
635,bragger,negative
636,brainiest,positive
637,brainless,negative
638,brainwash,negative
639,brainy,positive
640,brand-new,positive
641,brash,negative
642,brashly,negative
643,brashness,negative
644,brat,negative
645,bravado,negative
646,brave,positive
647,bravery,positive
648,bravo,positive
649,brazen,negative
650,brazenly,negative
651,brazenness,negative
652,breach,negative
653,break,negative
654,break-up,negative
655,break-ups,negative
656,breakdown,negative
657,breaking,negative
658,breaks,negative
659,breakthrough,positive
660,breakthroughs,positive
661,breakup,negative
662,breakups,negative
663,breathlessness,positive
664,breathtaking,positive
665,breathtakingly,positive
666,breeze,positive
667,bribery,negative
668,bright,positive
669,brighten,positive
670,brighter,positive
671,brightest,positive
672,brilliance,positive
673,brilliances,positive
674,brilliant,positive
675,brilliantly,positive
676,brimstone,negative
677,brisk,positive
678,bristle,negative
679,brittle,negative
680,broke,negative
681,broken,negative
682,broken-hearted,negative
683,brood,negative
684,brotherly,positive
685,browbeat,negative
686,bruise,negative
687,bruised,negative
688,bruises,negative
689,bruising,negative
690,brusque,negative
691,brutal,negative
692,brutalising,negative
693,brutalities,negative
694,brutality,negative
695,brutalize,negative
696,brutalizing,negative
697,brutally,negative
698,brute,negative
699,brutish,negative
700,bs,negative
701,buckle,negative
702,bug,negative
703,bugging,negative
704,buggy,negative
705,bugs,negative
706,bulkier,negative
707,bulkiness,negative
708,bulky,negative
709,bulkyness,negative
710,bull----,negative
711,bull****,negative
712,bullies,negative
713,bullish,positive
714,bullshit,negative
715,bullshyt,negative
716,bully,negative
717,bullying,negative
718,bullyingly,negative
719,bum,negative
720,bump,negative
721,bumped,negative
722,bumping,negative
723,bumpping,negative
724,bumps,negative
725,bumpy,negative
726,bungle,negative
727,bungler,negative
728,bungling,negative
729,bunk,negative
730,buoyant,positive
731,burden,negative
732,burdensome,negative
733,burdensomely,negative
734,burn,negative
735,burned,negative
736,burning,negative
737,burns,negative
738,bust,negative
739,busts,negative
740,busybody,negative
741,butcher,negative
742,butchery,negative
743,buzzing,negative
744,byzantine,negative
745,cackle,negative
746,cajole,positive
747,calamities,negative
748,calamitous,negative
749,calamitously,negative
750,calamity,negative
751,callous,negative
752,calm,positive
753,calming,positive
754,calmness,positive
755,calumniate,negative
756,calumniation,negative
757,calumnies,negative
758,calumnious,negative
759,calumniously,negative
760,calumny,negative
761,cancer,negative
762,cancerous,negative
763,cannibal,negative
764,cannibalize,negative
765,capability,positive
766,capable,positive
767,capably,positive
768,capitulate,negative
769,capricious,negative
770,capriciously,negative
771,capriciousness,negative
772,capsize,negative
773,captivate,positive
774,captivating,positive
775,carefree,positive
776,careless,negative
777,carelessness,negative
778,caricature,negative
779,carnage,negative
780,carp,negative
781,cartoonish,negative
782,cash-strapped,negative
783,cashback,positive
784,cashbacks,positive
785,castigate,negative
786,castrated,negative
787,casualty,negative
788,cataclysm,negative
789,cataclysmal,negative
790,cataclysmic,negative
791,cataclysmically,negative
792,catastrophe,negative
793,catastrophes,negative
794,catastrophic,negative
795,catastrophically,negative
796,catastrophies,negative
797,catchy,positive
798,caustic,negative
799,caustically,negative
800,cautionary,negative
801,cave,negative
802,celebrate,positive
803,celebrated,positive
804,celebration,positive
805,celebratory,positive
806,censure,negative
807,chafe,negative
808,chaff,negative
809,chagrin,negative
810,challenging,negative
811,champ,positive
812,champion,positive
813,chaos,negative
814,chaotic,negative
815,charisma,positive
816,charismatic,positive
817,charitable,positive
818,charm,positive
819,charming,positive
820,charmingly,positive
821,chaste,positive
822,chasten,negative
823,chastise,negative
824,chastisement,negative
825,chatter,negative
826,chatterbox,negative
827,cheap,negative
828,cheapen,negative
829,cheaper,positive
830,cheapest,positive
831,cheaply,negative
832,cheat,negative
833,cheated,negative
834,cheater,negative
835,cheating,negative
836,cheats,negative
837,checkered,negative
838,cheer,positive
839,cheerful,positive
840,cheerless,negative
841,cheery,positive
842,cheesy,negative
843,cherish,positive
844,cherished,positive
845,cherub,positive
846,chic,positive
847,chide,negative
848,childish,negative
849,chill,negative
850,chilly,negative
851,chintzy,negative
852,chivalrous,positive
853,chivalry,positive
854,choke,negative
855,choleric,negative
856,choppy,negative
857,chore,negative
858,chronic,negative
859,chunky,negative
860,civility,positive
861,civilize,positive
862,clamor,negative
863,clamorous,negative
864,clarity,positive
865,clash,negative
866,classic,positive
867,classy,positive
868,clean,positive
869,cleaner,positive
870,cleanest,positive
871,cleanliness,positive
872,cleanly,positive
873,clear,positive
874,clear-cut,positive
875,cleared,positive
876,clearer,positive
877,clearly,positive
878,clears,positive
879,clever,positive
880,cleverly,positive
881,cliche,negative
882,cliched,negative
883,clique,negative
884,clog,negative
885,clogged,negative
886,clogs,negative
887,cloud,negative
888,clouding,negative
889,cloudy,negative
890,clueless,negative
891,clumsy,negative
892,clunky,negative
893,coarse,negative
894,cocky,negative
895,coerce,negative
896,coercion,negative
897,coercive,negative
898,cohere,positive
899,coherence,positive
900,coherent,positive
901,cohesive,positive
902,cold,negative
903,coldly,negative
904,collapse,negative
905,collude,negative
906,collusion,negative
907,colorful,positive
908,combative,negative
909,combust,negative
910,comely,positive
911,comfort,positive
912,comfortable,positive
913,comfortably,positive
914,comforting,positive
915,comfy,positive
916,comical,negative
917,commend,positive
918,commendable,positive
919,commendably,positive
920,commiserate,negative
921,commitment,positive
922,commodious,positive
923,commonplace,negative
924,commotion,negative
925,commotions,negative
926,compact,positive
927,compactly,positive
928,compassion,positive
929,compassionate,positive
930,compatible,positive
931,competitive,positive
932,complacent,negative
933,complain,negative
934,complained,negative
935,complaining,negative
936,complains,negative
937,complaint,negative
938,complaints,negative
939,complement,positive
940,complementary,positive
941,complemented,positive
942,complements,positive
943,complex,negative
944,compliant,positive
945,complicated,negative
946,complication,negative
947,complicit,negative
948,compliment,positive
949,complimentary,positive
950,comprehensive,positive
951,compulsion,negative
952,compulsive,negative
953,concede,negative
954,conceded,negative
955,conceit,negative
956,conceited,negative
957,concen,negative
958,concens,negative
959,concern,negative
960,concerned,negative
961,concerns,negative
962,concession,negative
963,concessions,negative
964,conciliate,positive
965,conciliatory,positive
966,concise,positive
967,condemn,negative
968,condemnable,negative
969,condemnation,negative
970,condemned,negative
971,condemns,negative
972,condescend,negative
973,condescending,negative
974,condescendingly,negative
975,condescension,negative
976,confess,negative
977,confession,negative
978,confessions,negative
979,confidence,positive
980,confident,positive
981,confined,negative
982,conflict,negative
983,conflicted,negative
984,conflicting,negative
985,conflicts,negative
986,confound,negative
987,confounded,negative
988,confounding,negative
989,confront,negative
990,confrontation,negative
991,confrontational,negative
992,confuse,negative
993,confused,negative
994,confuses,negative
995,confusing,negative
996,confusion,negative
997,confusions,negative
998,congenial,positive
999,congested,negative
1000,congestion,negative
1001,congratulate,positive
1002,congratulation,positive
1003,congratulations,positive
1004,congratulatory,positive
1005,cons,negative
1006,conscientious,positive
1007,conscons,negative
1008,conservative,negative
1009,considerate,positive
1010,consistent,positive
1011,consistently,positive
1012,conspicuous,negative
1013,conspicuously,negative
1014,conspiracies,negative
1015,conspiracy,negative
1016,conspirator,negative
1017,conspiratorial,negative
1018,conspire,negative
1019,consternation,negative
1020,constructive,positive
1021,consummate,positive
1022,contagious,negative
1023,contaminate,negative
1024,contaminated,negative
1025,contaminates,negative
1026,contaminating,negative
1027,contamination,negative
1028,contempt,negative
1029,contemptible,negative
1030,contemptuous,negative
1031,contemptuously,negative
1032,contend,negative
1033,contention,negative
1034,contentious,negative
1035,contentment,positive
1036,continuity,positive
1037,contort,negative
1038,contortions,negative
1039,contradict,negative
1040,contradiction,negative
1041,contradictory,negative
1042,contrariness,negative
1043,contrasty,positive
1044,contravene,negative
1045,contribution,positive
1046,contrive,negative
1047,contrived,negative
1048,controversial,negative
1049,controversy,negative
1050,convenience,positive
1051,convenient,positive
1052,conveniently,positive
1053,convience,positive
1054,convienient,positive
1055,convient,positive
1056,convincing,positive
1057,convincingly,positive
1058,convoluted,negative
1059,cool,positive
1060,coolest,positive
1061,cooperative,positive
1062,cooperatively,positive
1063,cornerstone,positive
1064,correct,positive
1065,correctly,positive
1066,corrode,negative
1067,corrosion,negative
1068,corrosions,negative
1069,corrosive,negative
1070,corrupt,negative
1071,corrupted,negative
1072,corrupting,negative
1073,corruption,negative
1074,corrupts,negative
1075,corruptted,negative
1076,cost-effective,positive
1077,cost-saving,positive
1078,costlier,negative
1079,costly,negative
1080,counter-attack,positive
1081,counter-attacks,positive
1082,counter-productive,negative
1083,counterproductive,negative
1084,coupists,negative
1085,courage,positive
1086,courageous,positive
1087,courageously,positive
1088,courageousness,positive
1089,courteous,positive
1090,courtly,positive
1091,covenant,positive
1092,covetous,negative
1093,coward,negative
1094,cowardly,negative
1095,cozy,positive
1096,crabby,negative
1097,crack,negative
1098,cracked,negative
1099,cracks,negative
1100,craftily,negative
1101,craftly,negative
1102,crafty,negative
1103,cramp,negative
1104,cramped,negative
1105,cramping,negative
1106,cranky,negative
1107,crap,negative
1108,crappy,negative
1109,craps,negative
1110,crash,negative
1111,crashed,negative
1112,crashes,negative
1113,crashing,negative
1114,crass,negative
1115,craven,negative
1116,cravenly,negative
1117,craze,negative
1118,crazily,negative
1119,craziness,negative
1120,crazy,negative
1121,creak,negative
1122,creaking,negative
1123,creaks,negative
1124,creative,positive
1125,credence,positive
1126,credible,positive
1127,credulous,negative
1128,creep,negative
1129,creeping,negative
1130,creeps,negative
1131,creepy,negative
1132,crept,negative
1133,crime,negative
1134,criminal,negative
1135,cringe,negative
1136,cringed,negative
1137,cringes,negative
1138,cripple,negative
1139,crippled,negative
1140,cripples,negative
1141,crippling,negative
1142,crisis,negative
1143,crisp,positive
1144,crisper,positive
1145,critic,negative
1146,critical,negative
1147,criticism,negative
1148,criticisms,negative
1149,criticize,negative
1150,criticized,negative
1151,criticizing,negative
1152,critics,negative
1153,cronyism,negative
1154,crook,negative
1155,crooked,negative
1156,crooks,negative
1157,crowded,negative
1158,crowdedness,negative
1159,crude,negative
1160,cruel,negative
1161,crueler,negative
1162,cruelest,negative
1163,cruelly,negative
1164,cruelness,negative
1165,cruelties,negative
1166,cruelty,negative
1167,crumble,negative
1168,crumbling,negative
1169,crummy,negative
1170,crumple,negative
1171,crumpled,negative
1172,crumples,negative
1173,crush,negative
1174,crushed,negative
1175,crushing,negative
1176,cry,negative
1177,culpable,negative
1178,culprit,negative
1179,cumbersome,negative
1180,cunt,negative
1181,cunts,negative
1182,cuplrit,negative
1183,cure,positive
1184,cure-all,positive
1185,curse,negative
1186,cursed,negative
1187,curses,negative
1188,curt,negative
1189,cushy,positive
1190,cuss,negative
1191,cussed,negative
1192,cute,positive
1193,cuteness,positive
1194,cutthroat,negative
1195,cynical,negative
1196,cynicism,negative
1197,d*mn,negative
1198,damage,negative
1199,damaged,negative
1200,damages,negative
1201,damaging,negative
1202,damn,negative
1203,damnable,negative
1204,damnably,negative
1205,damnation,negative
1206,damned,negative
1207,damning,negative
1208,damper,negative
1209,danger,negative
1210,dangerous,negative
1211,dangerousness,negative
1212,danke,positive
1213,danken,positive
1214,daring,positive
1215,daringly,positive
1216,dark,negative
1217,darken,negative
1218,darkened,negative
1219,darker,negative
1220,darkness,negative
1221,darling,positive
1222,dashing,positive
1223,dastard,negative
1224,dastardly,negative
1225,daunt,negative
1226,daunting,negative
1227,dauntingly,negative
1228,dauntless,positive
1229,dawdle,negative
1230,dawn,positive
1231,daze,negative
1232,dazed,negative
1233,dazzle,positive
1234,dazzled,positive
1235,dazzling,positive
1236,dead,negative
1237,dead-cheap,positive
1238,dead-on,positive
1239,deadbeat,negative
1240,deadlock,negative
1241,deadly,negative
1242,deadweight,negative
1243,deaf,negative
1244,dearth,negative
1245,death,negative
1246,debacle,negative
1247,debase,negative
1248,debasement,negative
1249,debaser,negative
1250,debatable,negative
1251,debauch,negative
1252,debaucher,negative
1253,debauchery,negative
1254,debilitate,negative
1255,debilitating,negative
1256,debility,negative
1257,debt,negative
1258,debts,negative
1259,decadence,negative
1260,decadent,negative
1261,decay,negative
1262,decayed,negative
1263,deceit,negative
1264,deceitful,negative
1265,deceitfully,negative
1266,deceitfulness,negative
1267,deceive,negative
1268,deceiver,negative
1269,deceivers,negative
1270,deceiving,negative
1271,decency,positive
1272,decent,positive
1273,deception,negative
1274,deceptive,negative
1275,deceptively,negative
1276,decisive,positive
1277,decisiveness,positive
1278,declaim,negative
1279,decline,negative
1280,declines,negative
1281,declining,negative
1282,decrement,negative
1283,decrepit,negative
1284,decrepitude,negative
1285,decry,negative
1286,dedicated,positive
1287,defamation,negative
1288,defamations,negative
1289,defamatory,negative
1290,defame,negative
1291,defeat,positive
1292,defeated,positive
1293,defeating,positive
1294,defeats,positive
1295,defect,negative
1296,defective,negative
1297,defects,negative
1298,defender,positive
1299,defensive,negative
1300,deference,positive
1301,defiance,negative
1302,defiant,negative
1303,defiantly,negative
1304,deficiencies,negative
1305,deficiency,negative
1306,deficient,negative
1307,defile,negative
1308,defiler,negative
1309,deform,negative
1310,deformed,negative
1311,defrauding,negative
1312,deft,positive
1313,defunct,negative
1314,defy,negative
1315,degenerate,negative
1316,degenerately,negative
1317,degeneration,negative
1318,deginified,positive
1319,degradation,negative
1320,degrade,negative
1321,degrading,negative
1322,degradingly,negative
1323,dehumanization,negative
1324,dehumanize,negative
1325,deign,negative
1326,deject,negative
1327,dejected,negative
1328,dejectedly,negative
1329,dejection,negative
1330,delay,negative
1331,delayed,negative
1332,delaying,negative
1333,delays,negative
1334,delectable,positive
1335,delicacy,positive
1336,delicate,positive
1337,delicious,positive
1338,delight,positive
1339,delighted,positive
1340,delightful,positive
1341,delightfully,positive
1342,delightfulness,positive
1343,delinquency,negative
1344,delinquent,negative
1345,delirious,negative
1346,delirium,negative
1347,delude,negative
1348,deluded,negative
1349,deluge,negative
1350,delusion,negative
1351,delusional,negative
1352,delusions,negative
1353,demean,negative
1354,demeaning,negative
1355,demise,negative
1356,demolish,negative
1357,demolisher,negative
1358,demon,negative
1359,demonic,negative
1360,demonize,negative
1361,demonized,negative
1362,demonizes,negative
1363,demonizing,negative
1364,demoralize,negative
1365,demoralizing,negative
1366,demoralizingly,negative
1367,denial,negative
1368,denied,negative
1369,denies,negative
1370,denigrate,negative
1371,denounce,negative
1372,dense,negative
1373,dent,negative
1374,dented,negative
1375,dents,negative
1376,denunciate,negative
1377,denunciation,negative
1378,denunciations,negative
1379,deny,negative
1380,denying,negative
1381,dependable,positive
1382,dependably,positive
1383,deplete,negative
1384,deplorable,negative
1385,deplorably,negative
1386,deplore,negative
1387,deploring,negative
1388,deploringly,negative
1389,deprave,negative
1390,depraved,negative
1391,depravedly,negative
1392,deprecate,negative
1393,depress,negative
1394,depressed,negative
1395,depressing,negative
1396,depressingly,negative
1397,depression,negative
1398,depressions,negative
1399,deprive,negative
1400,deprived,negative
1401,deride,negative
1402,derision,negative
1403,derisive,negative
1404,derisively,negative
1405,derisiveness,negative
1406,derogatory,negative
1407,desecrate,negative
1408,desert,negative
1409,desertion,negative
1410,deservedly,positive
1411,deserving,positive
1412,desiccate,negative
1413,desiccated,negative
1414,desirable,positive
1415,desiring,positive
1416,desirous,positive
1417,desititute,negative
1418,desolate,negative
1419,desolately,negative
1420,desolation,negative
1421,despair,negative
1422,despairing,negative
1423,despairingly,negative
1424,desperate,negative
1425,desperately,negative
1426,desperation,negative
1427,despicable,negative
1428,despicably,negative
1429,despise,negative
1430,despised,negative
1431,despoil,negative
1432,despoiler,negative
1433,despondence,negative
1434,despondency,negative
1435,despondent,negative
1436,despondently,negative
1437,despot,negative
1438,despotic,negative
1439,despotism,negative
1440,destabilisation,negative
1441,destains,negative
1442,destiny,positive
1443,destitute,negative
1444,destitution,negative
1445,destroy,negative
1446,destroyer,negative
1447,destruction,negative
1448,destructive,negative
1449,desultory,negative
1450,detachable,positive
1451,deter,negative
1452,deteriorate,negative
1453,deteriorating,negative
1454,deterioration,negative
1455,deterrent,negative
1456,detest,negative
1457,detestable,negative
1458,detestably,negative
1459,detested,negative
1460,detesting,negative
1461,detests,negative
1462,detract,negative
