rating,title,text,timestamp,helpful_vote,verified_purchase
5,I am satisfied with this purchase,"As advertised, a magnet to place on my dishwasher to indicate whether the dishes inside are clean or not.  Arrived promptly.  I am satisfied with this purchase.",2017-11-13 02:48:04.519,0,True
5,Works Perfectly,"SO much cheaper than buying from the manufacturer. Found instructions on utube, installed it myself in 15 minutes.  Works better than the one included when frig was purchased. Definitely worth it.",2012-11-30 22:29:19.000,0,True
5,great,great,2015-07-29 14:25:34.000,0,True
5,It keeps the water tasting fresh!,It filters the local water and it tastes fresh!<br />I wasn’t the one who installed but was told it was simple and quick to do!,2023-01-31 22:30:16.293,0,True
5,Works great!,Just what the fridge needed!,2020-10-07 20:20:47.119,0,True
5,Hot Coil,This was a perfect replacement for the OEM part. The price was well below that of other providers\sellers.,2023-01-26 20:10:19.341,0,True
5,👍🏻,Fits perfectly and way cheaper than the brand one!!!,2020-01-24 17:46:00.275,0,True
5,Easy to install and works great,Easy to install and is working great today but how long will it last? If it lasts 3+ years I will be one happy customer.,2021-06-03 21:11:13.432,0,True
5,Not a Gimmick!,Simple!!! I use filtered water for best taste and to reduce cleaning. Can easily keep pace with an active gathering of 6-8 persons and saves room in freezer!,2021-08-28 14:58:16.861,1,True
5,Nice looking cap,Perfect fit and perfect match for my older mixer.,2014-09-29 11:23:37.000,0,True
5,Five Stars,Easy install works great,2018-03-20 02:10:48.975,0,True
5,Product as described packaged well so the evaporator was undamaged ...,Product as described<br />packaged well so the evaporator was undamaged.,2018-02-10 20:59:08.135,0,True
5,It Worked,This worked for me.  I hope it lasts!,2021-01-11 22:26:15.142,0,True
5,Faster ice maker,Excelent product.,2021-05-10 03:02:32.275,0,True
5,Wonderful to have on hand. Easy to use/replace and work like a charm.,Wonderful to have on hand. Easy to use/replace and work like a charm.,2018-07-27 15:00:11.769,0,True
5,The best portable cooktop ever!,Lemme just say that this little cooktop heats up like a regular stove…it heats up fast and I was able to fry and boil water in no time. This little burner is amazing…I despise cooktops that cut on and off automatically as if we don’t know how to control temperature on it. I would recommend this to anyone looking for an extra burner for family meals.,2023-03-22 04:55:22.716,0,True
5,Good quality,It fits perfectly around my on my Whirlpool 25 cu. ft. French Door Refrigerator handles (model #WRF555SDFZ). Strong velcro. I purchased these in black and I would purchase these again but in another color.,2022-03-13 03:36:58.063,1,True
5,Works!,Works as needed.,2019-10-07 00:15:33.930,0,True
5,nice,clean water is good.,2017-06-27 13:30:57.272,0,True
5,I will say the coffee is the best I've ever had in a home coffee maker so ...,Don't know IF these have any effect on the coffee taste but my coffee maker wants them and they're inexpensive! I will say the coffee is the best I've ever had in a home coffee maker so maybe they do have an effect.,2015-06-10 03:53:10.000,0,True
5,Five Stars,Look like the higher priced one and work just as well. I would recommend these to my friends,2015-01-26 18:23:48.000,0,True
5,Pretty good product,Easy to install,2022-12-17 12:58:29.125,0,True
5,Economical solution to a problem that seemed more serious than it actually was,"Our dishwasher was not emptying completely at the end of a cycle, with a strong smell of overheated insulation filling the house. I traced the issue to the old pump stalling on the final high-temp rinse cycle. The internal temperature cutoff in the pump prevented a fire from the overheated coils, but got hot enough to generate an awful burning insulation smell throughout the house. This pump was a great and economical replacement. It has the identical yellow impeller as the old pump. It took me 30 seconds to install, as the pump twist-locks into the pump housing, accessible with the lower trim panel removed. This fixed the issue completely.",2017-06-02 13:34:25.000,4,True
5,Nice tight fit.,Nice washable faux suede. Tight fit on a GE refrigerator.,2020-10-17 07:52:00.899,0,True
5,perfect fit for my 12 year old GE Profile,"package came quickly, perfect fit for my 12 year old GE Profile dishwasher",2014-12-22 18:04:43.000,1,True
5,Did The Job,Seems to be of good quality and the dryer worked well after installation. Highly recommended!,2023-03-11 22:21:58.179,0,True
5,Great deal.,"Great so far. I haven't had any issues. East to read. Idk how to check the accuracy, but they're way better than what I was working with.",2022-03-11 14:55:12.077,0,True
5,"Solid metal, not plastic junk","Bought these knobs to replace the melted plastic junky knobs on the GE stove in our new home. Huge difference! Really solid, so much better than plastic, no fingerprints, perfect fit. I really appreciate that it was a pack of 5!",2019-07-30 20:21:03.451,1,True
5,Five Stars,exactly as described,2017-07-23 16:54:03.721,0,True
5,Fast and worked great,Fast delivery. Exactly what I needed for my indoor downdraft Jenn Air grill for a good price.,2018-11-20 01:07:37.610,0,True
5,Perfect match for a 7.7oz pod,I have tried and returned several others. These were perfect!,2022-03-02 20:43:41.365,4,True
5,Perfection!,Worksperfectly! One screw and one click play and all fixed!,2016-03-05 01:54:11.000,0,True
5,Thin but meets my needs,Fit a small project I was working on,2022-06-27 02:51:03.230,0,True
5,Very good buy,This machine is so good! It’s big enough to wash a decent load including towels! Plus I love the filter inside! It’s so wonderful! Washes very good! It fits just about anywhere! I love it!,2022-11-13 01:39:41.505,4,True
5,Five Stars,Great product. Made the dishwasher rack look brand new!,2015-08-24 18:26:35.000,0,True
5,Makes your stove look new again,Old drip pans wouldn't come clean anymore - these arrived promptly and fit perfecting and now my stove looks brand new,2017-03-09 19:18:08.000,0,True
5,Fits,Fits perfectly! Great taste!,2020-05-16 02:34:15.057,0,True
5,Easy to use,These are easy to use and seal well.,2021-02-21 01:10:07.639,0,True
5,Part fits and works as described,This part was actual as written in part description.  Worked as described.<br />Would not hesitate to purchase .,2019-11-22 00:59:05.381,0,True
5,Just like OEam,Works like OEM. Water taste great and no leaks.,2020-12-02 16:00:02.991,0,True
5,Nearly identical to the original.  The differences do not affect anything.,The product is inexpensive and did solve the noise problem that I had.  My original part had a slot in the pulley that the new one did not.  Maybe the slot was due to wear?  Anyway the new part works just fine.  It is an exact fit.  I have only had it installed for a couple of weeks so I cannot comment on durability.,2022-10-15 15:05:03.417,0,True
5,Works great.,"This one works, even one-handed.",2023-02-14 00:38:32.233,0,True
5,Love! Love! Love this washer!,We should have bought it sooner. Makes life so much easier! Works great. The spin cycle dries clothes very well (as good if not better than any full size washer). Easy to use. Uses little water. Light enough to move close to the sink for use & hook up is super easy and convenient.,2018-03-26 12:40:25.325,4,True
5,Fit Frigidaire stove perfectly,"Replaced old stainless, (stained) burners on my Frigidaire stove and huge difference. Removed elements, old drip pans then gave stove a thorough cleaning...as it was needed. My stove is black so these match perfectly. Installed new pans and reinstalled elements. Very easy and what a difference. Is it real porcelain? Doubtful but they look great! I think new elements will be next.",2021-10-19 01:10:56.271,0,True
5,Perfect replacement for original valve,"The valve was delivered on time and was exactly as described.  It fit perfectly and works perfectly. The price was much lower than quoted from local parts dealers $74 and $54.  We will see how long it lasts, but for now the dishwasher is working like new.",2020-12-14 15:40:24.493,0,True
5,"Great, Great","Great, Great, Great product. No more going up and down 3 flights of steps to the community washer (yuk) I have tested it out pretty well. I was able to wash pillows, mattress pads, clothes, curtains etc, etc, everything but the kitchen sink Hee Hee!! I love the idea that no one is using this treasure but my family.. So far everything is working properly clothes are being washed beautifully, the spinner is a absolutely fantastic you literally need to touch the clothes to your face to feel if they are wet. The fully automatic washer where I live doesn't spin the water out of your clothes this well. I hang my clothes on hangers or on my drying rack and they dry very quickly. Some clothing dry within 30 minutes it just really depends on the material... If you have been looking at this machine and wasn't sure if you wanted to purchase it or not I say go for it. It will pay for itself very quickly!!",2016-08-11 16:59:55.000,6,True
5,Generates the purest coffee known to ALL,You add these filters to your machine and it will make your coffee taste like Kevin Johnson and Nigel Travis produced the caffeine fountain of youth!,2018-06-25 01:18:11.679,2,True
5,Filter fine !!!,Installed one filter. Works good. No leaks !!!!,2017-03-23 23:04:35.000,0,False
5,Great product,Works great with our ice machine and is keeping the ice machine cleaner.,2023-04-16 12:54:55.101,0,True
5,Easy to Install,Item was delivered one day ahead of promised date. Easy installation....mini frig working fine!,2021-03-03 10:14:56.329,1,True
5,Works great as a filter for reusable k-cups,I have bought several types and this one works perfect for refillable k-cups.  Just the right size and closes nicely.,2021-01-28 23:57:24.621,0,True
5,Newbie to Induction,"I have a glass top electric range in my condo in Florida, and my husband and I HATE it!  I've been curious about induction, but I didn't want to spend $1,000 or more on a cooktop without having experience induction first hand, so we bought the Max Burton 6200 burner - the one that comes with the element that allows you to use non-magnetic pans, because replacing virtually ALL my cookware could add considerably to the overall cost of conversion to induction.  I was able to find a couple of very reasonably priced well-made magnetic pans to get me started.<br /><br />I've used it for about a month now - as much as I can.  Initially I used it to determine if I liked it.  NOW I use it as often as I can because I LOVE it!<br /><br />Other reviews I've read complained that the low settings didn't work well; I have NOT experienced that at all. Heat control is instantaneous.  When you turn it on with a pan on the burner, it defaults to heat Level 5.  Olive oil starts to shimmer within seconds, but when you lower the heat setting, the change is instantaneous.  One thing I have noticed is the cooking time for dishes I make frequently, is MUCH quicker - I haven't timed it scientifically, but I'd estimate cooking time is cut between 1/3 and 1/2.  I now prep ALL my ingredients in advance; I don't have time to chop the next ingredient while the first are cooking.  And, I can't leave it unattended (probably because I used gas for my first 40 years of cooking and have only a month's experience using Induction).<br /><br />I was NOT impressed with the Induction Interface Disk that was bundled with the burner we bought.  I tried it twice and was not at all impressed with the performance of my non-magnetic pans.  You will not experience true induction cooking with this device.  If I had judged my satisfaction using the disk, I would have a totally negative review instead of a glowing review.<br /><br />I'm SOLD on induction; TOTALLY in love with this method of cooking.  I don't hesitate to recommend buying the Max Burton 6200 as an extra burner or to try induction before investing in a new cooktop or range.",2013-08-18 16:20:59.000,0,False
5,Worked great.,Replaced a clogged valve.,2019-07-14 01:58:13.291,0,True
5,Good,Works great,2023-05-13 01:07:20.864,0,True
5,Works Great,Product fit perfectly. Less than the actual name brand same performance.,2019-06-28 15:52:35.041,0,True
5,Five Stars,Excellent,2016-05-19 01:45:47.000,0,True
5,Replaced the Original,"The date guide broke on my original, so this was ordered as a replacement.  Works great and I'm very happy with it.,",2013-08-05 21:54:11.000,0,True
5,Awesome,"This is great. It fits nicely on my stove. The fabric is soft and Sturdy. My favorite part is that it’s anti-slip the rubber bottom holds wonderfully. You can put it on and rub and put things on top pull, push and it doesn’t move at all. I love it. When ever anyone sees it they compliment it and ask about it. I would recommend this to everyone. I would make sure this size fits on your stove, since it could be too big for some stoves but it fits perfectly on mine since it’s the correct size.",2023-03-22 05:48:58.549,0,False
5,Five Stars,Worked well on my kitchen aid dishwasher,2015-08-18 13:30:46.000,0,True
5,Just what I needed,"It was described well In the listing so that I was sure it was the correct heating element that I needed to repair my oven. Also, it arrived quickly.",2019-12-21 16:42:33.008,0,True
5,For serious ice junkies,"Fast ice, easy set up.",2021-06-05 03:34:52.396,6,True
5,Great,They are much heavier than the other ones I have been purchasing. Great value for the money. I would highly recommend them.,2022-12-27 11:04:04.266,0,True
5,Humidifier pads,Simple to install and they work.,2019-11-06 00:57:18.641,0,True
5,Works great... easy to install with the diagram.,I liked the ease of installation.,2020-04-10 16:49:23.036,0,True
5,Expensive but I wanted the Stainless Steel material as opposed to the SS with plastic,everything,2023-01-28 16:02:19.326,0,True
5,Looks great with our new range,"We finally had to replace our range. And I do mean finally the range was at the house before we were! No joke it was original to the house which was built in 1976! Back in the 70's gold must have been a popular color for appliances in a kitchen. I personally only like white for kitchen appliances, but when we moved in all the appliances were still working so I couldn't justify replacing them due to the fact I didn't like the color. One by one they finally started to fail and each time they were replaced with white.<br /><br />When it came time to replace the range we had serious trouble trying to find one to fit in the space we had. We finally found one and only one to fit the space. But the range hoods that went with the brand of the range were expensive yet looked awful! We were very happy to find this range hood. It looks great with the new range.",2016-08-14 16:56:47.000,2,True
5,works finen,We got it quickly and installed it with no problem and it works fine!,2019-08-27 13:55:24.246,0,True
5,Five Stars,worked great,2015-07-24 22:53:32.000,0,True
5,Affordable and perfect substitute,We have a newer Samsung 4-door fridge and highly recommend this option as an affordable substitute to the expensive Samsung filters.,2020-02-11 17:10:56.162,0,True
5,Good Quality,I liked everything,2022-06-24 03:34:34.125,0,True
5,Great Price,Checked other websites and the price was at least double with shipping.  Received the part in a couple days even with choosing the free shipping option.  Exact match to the original part.  Very easy to install.,2022-08-31 12:56:29.404,1,True
5,... the pans that were designed with the stove I'm glad I produce easy work a lot better than anything ...,These are the pans that were designed with the stove I'm glad I produce easy work a lot better than anything I've bought at the local department stores,2017-01-13 20:53:42.000,0,True
5,Well made.  Looks great!,Love it!,2021-02-04 18:42:59.305,0,True
5,Five Stars,Perfect filters. Do the job exactly.,2016-09-11 04:47:31.000,0,True
5,Excellent ice maker for counter,An awesome counter top ice maker!,2020-09-22 21:37:40.537,0,True
5,It’s great for  our  RV,We love this product  we use it in our RV and just love it. Mary Parker,2021-10-20 18:35:05.542,0,True
5,It works,It works. Very easy to install,2021-08-21 20:55:51.629,0,True
5,Nice for my kerug,Fits well works wonderful,2022-05-05 22:34:56.039,0,True
5,Fits Moccamaster CD Grand Coffeemaker,"We purchased the Moccamaster CD Grand many years ago when it first came out. The original coffee makers which use regular sized coffee filters, made much too small a pot of coffee. Europeans apparently drink smaller quantities of coffee than Americans do. At that time it was very difficult to find the Moccamaster Grand filters needed for this pot. Also at that time they did not make a large enough basket filter to substitute for the paper filters. Also the moccamaster paper filters were expensive and came in very small quantities when you could even find them.<br /><br />I decided to try the Bunn 12 cup commercial filters which were comparatively inexpensive, well made and could be purchased in much larger quantities. I am pleased to say they worked perfectly. I bought 2 packs of 1000, which lasted for about 5 years, making a pot of coffee every day and occasionally a second pot of coffee. We tried a gold tone type basket made to accommodate commercial size pots but they didn't work as well as the smaller gold tone brand name baskets. We are very happy with these filters and recently repurchased to replenish our supply and appreciate the great price we are able to buy them for on Amazon, and that Amazon continues to offer this high quality product. Highly recommend.",2021-05-08 15:25:59.052,7,True
5,Works great!,Replaced all three items since I wasn't sure which was bad. Took just a few hours and seems to work just as new. Hope it last another 5-6 years !,2017-03-10 21:09:59.000,0,True
5,EZ install... got my Maytag Fridge up and running again,"So simple to install and keep your fridge up and running.  This was the 3rd installation because it's an indication your compressor is going.  1st install lasted about 2 years,  second lasted 9 months and this one will buy me some time to find a new fridge before it goes due to the compressor.<br />I highly recommending buying 2 if it's your first time.  Swap takes about 10 minutes beginning to end.",2021-09-29 11:51:48.925,1,True
5,Five Stars,Works great.,2018-06-04 17:00:51.738,0,True
5,Second one we purchased,This was the second time we purchased this Broan hood.  The first one bit the dust with a grease fire.  Very pleased with both hoods we bought.  Quality was consistent.  Arrived quickly and well packaged.  Continue to be pleased with all Broan products we have bought.,2020-12-31 13:33:35.221,0,True
5,Five Stars,Was a gift and greatly appreciated.,2015-01-16 19:16:50.000,0,True
4,na,"cheaper than most big box store, and manufacturer.",2020-10-17 20:46:12.748,0,True
4,"Good deal, but filters are not flat bottom","Good deal, but filters are not flat bottom. Not a big deal, I just fold them.",2021-06-13 15:45:15.348,0,True
4,Four Stars,Easy to install and greatly improves the taste of our well water.,2015-06-06 16:40:12.000,0,True
4,It works,The metal brackets were not a perfect fit on my fridge but this has my fridge cooling again.,2022-09-17 16:12:23.745,0,True
4,Did what it was supposed to do,It did what it was designed to do however I did need to trim the excess off since the vent pipe was next to a side will. Not a big deal. Also I wrapped it in foil take to seal it and give it some support,2022-08-01 19:18:42.225,0,True
4,I recommend that when not in use to store it in ...,I still have the original one and it is in one piece. I recommend that when not in use to store it in the upright position and just use the up and down way to wash.<br />Bought another one and it broke but I can still use it.  . Even though it is shorter I will use it for spare parts. Bought these from the EasyGoProducts site. Still the best way for me to was. For some reason the newer one was not as durable<br />Been using it for one year,2016-04-25 19:40:17.000,22,True
4,Great ice maker,"This is my first portable ice maker and certainly has performed well. It's been in operation in our RV for about a month while we're snowbirds, it'll get plenty of use.",2023-02-04 22:42:45.190,0,True
4,Exact replacement,"Item arrived on time, and fit my oven exactly. Packing it was shipped in was flimsy as it arrived with all the element standoffs poking through the cardboard. Other than that, I’m satisfied.",2023-02-02 23:39:10.429,0,True
4,"T40 Wrench for getting screw drive bolt out useless, had to use vice grips.","T40 Wrench for getting screw drive bolt out useless, had to use vice grips.  Also had to sand shims to make fit,  says that in instruction just didn't read far enough.  Other than that went OK.",2021-06-03 22:18:45.906,0,True
4,reuseable,yes,2019-06-09 15:22:42.905,0,True
4,Good if you're single in a tiny apartment.,"The honest truth is that if you are a single person, this machine is perfect for you. It doesn't hold much clothing at all and it is a lot of labor. If you have the time and energy, this is just right for you. I used it happily for a long time when it was just me and 2 little kids. The spinner WILL break if you overload it, by the way. I broke it. Customer service tried to help, but it was not fixable. Once I became a family of four doing a lot of laundry, this machine was not up to the task anymore. This machine is just too much labor. Entire days were consumed doing laundry and by the time we were done, we were too tired to do anything else that was fun.",2017-07-02 17:59:56.395,1,True
4,Good Overall!,"My opinion may improve as I learn to use the product a little better. Right now though, I would give it 3.5-4 stars as I have had somewhat mixed success using this. Basically, sometimes my coffee is coming out a bit too watered down.<br /><br />There are a few things which could be causing this:<br />1. Not enough coffee. I have pretty much ruled this one out though as I have successfully made cups of coffee using the same amount of grinds.<br />2. Too coarse a grind. This ultimately may be the culprit. I am going to experiment this week with a finer grind (I grind my coffee at the store when I buy it and am just now running out of my initial purchase).<br />3. Too much water too fast. I've noticed if you pour in too much water too quickly, some of the water seems to run more or less straight through the filter. I do not have this problem with my Chemix, but I am learning.<br /><br />In summary, I will probably like this filter more in the future as I learn how to use it better. For those who have had great success straight out of the gate, good for you! I was NOT given one of these units to review as many of the other reviewers were. Just know you might have to experiment a little to get the coffee exactly how you like it. I don't really mind!",2015-10-24 20:26:13.000,0,True
4,It is not a tight fit in the holder.,It is not a tight fit in the holder. Not sure if unfiltered air will go around the filter defeating the purpose.,2022-08-24 04:23:54.873,0,True
4,Four Stars,Exact part I needed and easy to install.,2018-03-22 18:17:37.466,0,True
4,Works well but ice can stack up.,Works really well. Only issue is that the ice can stack up and trip the &#34;full&#34; sensor even when there is plenty of room in the ice bucket.,2017-08-07 13:27:50.838,0,True
4,It fits my LG. The original was a bit ...,"It fits my LG. The original was a bit more powerful. I need to make sure the door is a bit more closed than I used to, or else I open my laundry room door onto my washer door that is surprisingly open. Just a little more thought is necessary and it works very well.",2018-09-18 00:42:25.463,2,True
4,* Update*,*Update to previous review* Spoke with the seller. They we able to send a replacement. The new one is working great. I appreciate them reaching out to resolve the issue.<br /><br />The item did not work when I plugged it in. It also has something melted on the plug as though it is used.,2022-05-12 14:18:12.175,1,True
4,Not bad if you like cleaning,Heavy gauge but a pain to keep clean.,2019-10-30 20:20:08.464,0,True
4,Good product,Great price and good product.,2018-07-09 23:13:33.106,0,True
4,An Improvement on OEM,"Tired of the constant lint from the Kenmore clothes dryer, I took a couple of remedial measures, one of which was to replace the ineffective 12-year-old OEM lint filter.  The old one had a heavy felt gasket around it - so thick it often seemed to cause gaps, rather than prevent them. The felt on this one is less pronounced but seems to provide a tighter seal, forcing the expelled air through the filter rather than around it.  Result: it catches more lint.<br /><br />Overall though, let's cry shame on the manufacturers of electric dryers, none of which seem to be able to make a filter that truly catches even 50% of the lint.  A special problem if your dryer for some reason has to be vented indoors (mine does); but still bad even if you're just pushing all that lint outdoors to flutter around and goop up the air.",2019-12-23 12:13:13.732,1,True
4,Near perfect replacements. Larger opening for electrodes.,"These are near perfect replacements for the drip pans on my Frigidaire stove.<br /><br />They are a little bit brighter, whiter metal than the originals.<br /><br />The slots for the burner electrodes are noticeably wider than the originals.<br /><br />Time will tell, but there might be a little bit more spillage that gets down underneath the drip pan as a result of the larger opening.<br /><br />Overall, these are satisfactory replacements.",2023-03-23 00:14:10.490,0,False
4,Ease to install,Fast & easy to inatall.,2021-09-05 15:14:07.517,0,True
4,Works good so far.,Bought to replace my Breville which is no longer made. I liked the look of my Breville a lot more but what can you do. So far works like it should.,2017-07-03 06:57:17.937,0,True
4,2 different parts look same but,"I ordered the item qty.2 stated as 3392519 Whirlpool thermofuse by FSP. They were not identical to each other. One has the 91C rating for temperature  on it (good). The other did not have any lettering. Which makes me believe it was not an FSP part and surely not exactly like the ""91C"" part or from a different supplier. This seller also has an item that looks the same but described differently. I think I got ONE of each. Thus I only installed the ""91C"" rated item.  Clearly, they are reasonably priced. But are they both as good as the OEM ?",2013-03-25 14:23:31.000,0,True
4,I went back to the good ole paper filters,Slow in passing water through. I went back to the good ole paper filters. Only used as a backup when I'm out of paper filters.,2016-02-13 00:54:22.000,0,True
4,Easy to install,I got this one to replace my old one which is gonna expire soon. This fits perfect and easy to install. It last for 6 months. But my old one come with an indicator that I could attach to the fridge and the indicator will tell me when it will expire. I did not find one in this product so I guess I have to put an event on my calendar to remind myself.,2021-04-08 14:44:04.152,0,False
4,Problem solved.,Restored dispensing activities on my fridge. Shipping was quick install was easy. What more could I ask for.,2019-06-24 06:05:23.079,1,True
4,"Great but, be aware of its drawbacks","Installed on a dryer vent, replacing a louvered plastic designed model that crumbled after sunlight broke it down. Great thing about stainless is that it is unaffected by Ultraviolet sunlight. It looks excellent on the house as well. However, being a dryer vent, the screening and protective rain slots inside the unit are easily jammed with lint and require regular cleaning. It's a solid unit so, you can leave it loose inside the pipe for easy removal and reinserting for cleaning so that's nice. It may also be too restrictive for a 4"" dryer outlet -strictly hypothesis but, if I had to do it over, would maybe either use something else or go to a 6"" size for easier flow.",2020-05-29 13:54:20.917,0,True
4,Excellent product,This device most importantly lifts my beer refer off the ground so door functions well when a brew is needed. It also is lightweight but sturdy. It adjusts to every small refer. High impact plastic and aluminum ensures corrosion is minimized! I do utilize it outdoors.,2023-08-08 22:10:38.320,1,True
4,Four Stars,"worked great, good price",2016-08-03 13:30:25.000,0,True
4,Awesome filters!,"I order these regularly, and they're great. I need to find the unbleached ones, though...",2016-12-09 21:31:31.000,0,True
4,great deal solid,Great product for the price,2015-04-05 07:35:51.000,0,True
4,"Geez, these are expensive!","Works well, but every time the alarm on my fridge sounds reminding me to ""replace filter,"" I groan inside because they're so pricey. Ugh.",2019-06-03 16:18:29.713,0,True
4,Eh,Tried it and put away,2021-09-10 01:27:27.822,0,True
4,Four Stars,works well,2018-07-27 13:59:31.405,0,True
4,Four Stars,It is a good buy and does what I wanted,2018-02-06 02:25:16.792,1,True
4,GOOD PRODUCT,"Good product, good price. The only thing was that the filter released some lint on first use. maybe rinse filter before use.",2021-07-06 09:49:19.789,0,True
4,made in china :|,"original lasted 4 years, wife put ice cream bar package in the ice bin and the level arm could not move down. it broke the wee motor so i ordered a new unit, glad to have ice made at home instead of buying bags to refill :)",2017-05-09 05:40:05.000,0,True
4,Attractive unit,Very attractive product but the control buttons are very noisy. Light bulb in inconveniently placed all the way to the back of the unit.,2020-03-25 12:43:33.499,0,True
4,Nice looking hood,"It looks like the more expensive ss hoods. And it's much quieter than the cheap one it replaced. But if you're not building 14"" deep new cabinets around it as I did, the flat part at the top projects 2"" beyond the face of the cabinet above and exposes the cut-out for the recirculating vent.",2020-09-07 23:51:39.505,0,True
4,Would be a 5 star review if not for....,"I received this freezer about 2 days ago and I was instantly impressed with how little noise it made and how well it worked. Although the reason I didn't give a five star review are because of 2 reasons. 1) it came leaking water, right out of the box, that doesn't seem like a good sign but I dont put too much thought into it. 2) This is the big reason, trying to rip off the plastic that encases the entire freezer is beyond difficult. It is as if they encased the freezer with plastic and then just put the freezer together afterward including the logo, the dials and the hinges. So if you try to take off the plastic, its almost impossible to take it off from those areas, therefore it is a huge eyesore since there is a ton of plastic still hanging in the cracks and its extremely time consuming and difficult to take it all off.",2023-04-03 17:28:18.732,0,True
4,The airflow valve comes attached inside and I recommend you put 2 more screws to hold it in ...,"OK product. I was expecting a more biffier metal but I guess it's ok since once installed no one will kick it. There is little discrepancy with the dimensions but it's acceptable. There are outputs on the top and on the back and you have to pop them out. Watch for the sharp edges. The airflow valve comes attached inside and I recommend you put 2 more screws to hold it in place. Less noise than I was expecting, it's a plus.<br />Uses regular incandescent bulbs but will accept fluorescents since it's the same socket.",2015-06-03 18:49:49.000,4,True
4,Coffee,Novelty.,2021-04-08 21:32:35.664,0,True
4,Four Stars,"Fits, but don't know why they are falling off the base part",2017-04-27 00:46:33.000,1,True
4,Nice for the price.,"I would recommend this product.  Does a nice job washing.  Setting up the instructions show not to install it on the bathroom floor, which looking at makes sense if you don't want any markings.  Used strong raiser and it helped with draining the water out.<br />You will need to do two small loads in the spinner as the spinner will not hold a full load.",2018-01-04 01:12:41.558,0,True
4,Great ice maker filter. E Z installation!,"It seemed like it didn't last as long as it says.  Just the 2 of us, only one big water fan. I am hoping the new one lasts longer.",2020-02-18 07:18:19.751,0,True
4,It can go into the dishwasher,"I love everything about it except it has an oily film on it that makes it hard to wipe it clean, but it's better than cleaning the top of stove",2021-01-13 20:58:06.573,0,True
4,One small issue,"I got this icemaker to replace a defective one. The icemaker was missing the wire that moves up and down during the process. Fortunately, the wire from the original icemaker worked. Just a word to the manufacturer to ensure that all parts are included before packaging your product.",2022-12-07 17:16:13.321,0,True
